time,equity,balance
2025-01-02 07:45:00,10153.18,10000.0
2025-01-02 07:50:00,10143.560000000003,10000.0
2025-01-02 07:55:00,10086.580000000009,10000.0
2025-01-02 08:00:00,10123.580000000004,10000.0
2025-01-02 08:05:00,10063.640000000007,10000.0
2025-01-02 08:10:00,10051.80000000001,10000.0
2025-01-02 08:15:00,10017.019999999997,10000.0
2025-01-02 08:20:00,9996.300000000008,10000.0
2025-01-02 08:25:00,9984.460000000014,10000.0
2025-01-02 08:30:00,10031.82000000001,10000.0
2025-01-02 08:35:00,10037.000000000013,10000.0
2025-01-02 08:40:00,10050.320000000002,10000.0
2025-01-02 08:45:00,10049.580000000013,10000.0
2025-01-02 08:50:00,10049.580000000013,10000.0
2025-01-02 08:55:00,10085.840000000004,10000.0
2025-01-02 09:00:00,10068.820000000007,10000.0
2025-01-02 09:05:00,10069.560000000012,10000.0
2025-01-02 09:10:00,10088.060000000001,10000.0
2025-01-02 09:15:00,10133.940000000006,10000.0
2025-01-02 09:20:00,10091.76000000001,10000.0
2025-01-02 09:25:00,10082.880000000001,10000.0
2025-01-02 09:30:00,10074.00000000001,10000.0
2025-01-02 09:35:00,10054.02000000001,10000.0
2025-01-02 09:40:00,10035.520000000002,10000.0
2025-01-02 09:45:00,10044.400000000012,10000.0
2025-01-02 09:50:00,10022.940000000002,10000.0
2025-01-02 09:55:00,10005.920000000006,10000.0
2025-01-02 10:00:00,10017.760000000002,10000.0
2025-01-02 10:05:00,10017.019999999997,10000.0
2025-01-02 10:10:00,10019.98,10000.0
2025-01-02 10:15:00,10039.96,10000.0
2025-01-02 10:20:00,10027.38,10000.0
2025-01-02 10:25:00,9997.780000000002,10000.0
2025-01-02 10:30:00,9938.580000000009,10000.0
2025-01-02 10:35:00,9928.220000000007,10000.0
2025-01-02 10:40:00,9923.040000000005,10000.0
2025-01-02 10:50:00,9899.748500000003,9899.748500000003
2025-01-02 10:55:00,9849.258500000002,9899.748500000003
2025-01-02 11:00:00,9920.538500000008,9899.748500000003
2025-01-02 11:05:00,9960.138500000003,9899.748500000003
2025-01-02 11:10:00,9987.85850000001,9899.748500000003
2025-01-02 11:15:00,10016.5685,9899.748500000003
2025-01-02 11:20:00,9975.978499999997,9899.748500000003
2025-01-02 11:25:00,9899.748500000003,9899.748500000003
2025-01-02 11:30:00,9868.068499999994,9899.748500000003
2025-01-02 11:35:00,9901.728499999994,9899.748500000003
2025-01-02 11:40:00,9918.558499999996,9899.748500000003
2025-01-02 11:45:00,9958.15849999999,9899.748500000003
2025-01-02 11:50:00,9913.608500000006,9899.748500000003
2025-01-02 11:55:00,9998.748499999992,9899.748500000003
2025-01-02 12:00:00,9994.78850000001,9899.748500000003
2025-01-02 12:05:00,9975.978499999997,9899.748500000003
2025-01-02 12:10:00,9974.98849999999,9899.748500000003
2025-01-02 12:15:00,9985.878499999995,9899.748500000003
2025-01-02 12:20:00,9992.808499999997,9899.748500000003
2025-01-02 12:25:00,9972.018499999993,9899.748500000003
2025-01-02 12:30:00,9969.048499999995,9899.748500000003
2025-01-02 12:35:00,9983.898500000005,9899.748500000003
2025-01-02 12:40:00,9923.508500000005,9899.748500000003
2025-01-02 12:45:00,9891.828499999996,9899.748500000003
2025-01-02 12:50:00,9948.25849999999,9899.748500000003
2025-01-02 12:55:00,9864.10849999999,9899.748500000003
2025-01-02 13:00:00,9862.128499999999,9899.748500000003
2025-01-02 13:05:00,9885.888500000001,9899.748500000003
2025-01-02 13:10:00,9856.188500000004,9899.748500000003
2025-01-02 13:15:00,9858.168499999994,9899.748500000003
2025-01-02 13:20:00,9862.128499999999,9899.748500000003
2025-01-02 13:25:00,9859.158500000001,9899.748500000003
2025-01-02 13:30:00,9800.465642857152,9800.465642857152
2025-01-02 13:35:00,9796.325642857146,9800.465642857152
2025-01-02 13:40:00,9792.18564285715,9800.465642857152
2025-01-02 13:45:00,9823.005642857146,9800.465642857152
2025-01-02 13:50:00,9848.305642857149,9800.465642857152
2025-01-02 13:55:00,9844.625642857145,9800.465642857152
2025-01-02 14:00:00,9853.825642857155,9800.465642857152
2025-01-02 14:05:00,9859.34564285715,9800.465642857152
2025-01-02 14:10:00,9855.665642857146,9800.465642857152
2025-01-02 14:15:00,9848.765642857152,9800.465642857152
2025-01-02 14:20:00,9817.945642857154,9800.465642857152
2025-01-02 14:25:00,9833.125642857152,9800.465642857152
2025-01-02 14:30:00,9835.885642857149,9800.465642857152
2025-01-02 14:35:00,9850.605642857154,9800.465642857152
2025-01-02 14:40:00,9850.145642857151,9800.465642857152
2025-01-02 14:45:00,9878.20564285715,9800.465642857152
2025-01-02 14:50:00,9886.945642857147,9800.465642857152
2025-01-02 14:55:00,9884.18564285715,9800.465642857152
2025-01-02 15:00:00,9879.58564285715,9800.465642857152
2025-01-02 15:05:00,9899.82564285715,9800.465642857152
2025-01-02 15:10:00,9887.40564285715,9800.465642857152
2025-01-02 15:15:00,9875.905642857146,9800.465642857152
2025-01-02 15:20:00,9880.965642857149,9800.465642857152
2025-01-02 15:25:00,9972.965642857149,9800.465642857152
2025-01-02 15:30:00,9978.945642857147,9800.465642857152
2025-01-02 15:35:00,9943.065642857147,9800.465642857152
2025-01-02 15:40:00,9942.605642857154,9800.465642857152
2025-01-02 15:45:00,9980.325642857146,9800.465642857152
2025-01-02 15:50:00,9981.705642857154,9800.465642857152
2025-01-02 15:55:00,10025.405642857155,9800.465642857152
2025-01-02 16:05:00,10097.63208285715,10097.63208285715
2025-01-02 16:10:00,10123.072082857152,10097.63208285715
2025-01-02 16:15:00,10146.922082857143,10097.63208285715
2025-01-02 16:20:00,10113.002082857145,10097.63208285715
2025-01-02 16:25:00,10099.222082857148,10097.63208285715
2025-01-02 16:30:00,10094.452082857153,10097.63208285715
2025-01-02 16:35:00,10093.922082857149,10097.63208285715
2025-01-02 16:40:00,10061.592082857149,10097.63208285715
2025-01-02 16:45:00,10070.072082857147,10097.63208285715
2025-01-02 16:50:00,10113.532082857148,10097.63208285715
2025-01-02 16:55:00,10142.152082857147,10097.63208285715
2025-01-02 17:00:00,10147.452082857146,10097.63208285715
2025-01-02 17:05:00,10161.762082857145,10097.63208285715
2025-01-02 17:10:00,10152.752082857147,10097.63208285715
2025-01-02 17:15:00,10143.742082857147,10097.63208285715
2025-01-02 17:20:00,10147.98208285715,10097.63208285715
2025-01-02 17:25:00,10119.362082857151,10097.63208285715
2025-01-02 17:30:00,10116.182082857154,10097.63208285715
2025-01-02 17:35:00,10145.862082857147,10097.63208285715
2025-01-02 17:40:00,10158.582082857149,10097.63208285715
2025-01-02 17:45:00,10134.202082857153,10097.63208285715
2025-01-02 17:50:00,10155.402082857152,10097.63208285715
2025-01-02 17:55:00,10162.29208285715,10097.63208285715
2025-01-02 18:00:00,10158.582082857149,10097.63208285715
2025-01-02 18:05:00,10157.522082857155,10097.63208285715
2025-01-02 18:10:00,10150.632082857144,10097.63208285715
2025-01-02 18:15:00,10158.052082857146,10097.63208285715
2025-01-02 18:20:00,10150.632082857144,10097.63208285715
2025-01-02 18:25:00,10151.692082857151,10097.63208285715
2025-01-02 18:30:00,10131.552082857148,10097.63208285715
2025-01-02 18:35:00,10122.012082857145,10097.63208285715
2025-01-02 18:40:00,10143.212082857153,10097.63208285715
2025-01-02 18:45:00,10131.022082857146,10097.63208285715
2025-01-02 18:50:00,10118.302082857144,10097.63208285715
2025-01-02 18:55:00,10117.242082857148,10097.63208285715
2025-01-02 19:00:00,10123.072082857152,10097.63208285715
2025-01-02 19:05:00,10114.062082857152,10097.63208285715
2025-01-02 19:10:00,10089.682082857145,10097.63208285715
2025-01-02 19:15:00,10090.742082857152,10097.63208285715
2025-01-02 19:20:00,10102.402082857147,10097.63208285715
2025-01-02 19:25:00,10120.422082857145,10097.63208285715
2025-01-02 19:30:00,10109.822082857147,10097.63208285715
2025-01-02 19:35:00,10113.002082857145,10097.63208285715
2025-01-02 19:40:00,10100.812082857146,10097.63208285715
2025-01-02 19:45:00,10087.032082857151,10097.63208285715
2025-01-02 19:50:00,10090.742082857152,10097.63208285715
2025-01-02 19:55:00,10091.272082857144,10097.63208285715
2025-01-02 20:00:00,10103.992082857145,10097.63208285715
2025-01-02 20:05:00,10115.122082857146,10097.63208285715
2025-01-02 20:10:00,10108.762082857153,10097.63208285715
2025-01-02 20:15:00,10124.132082857146,10097.63208285715
2025-01-02 20:20:00,10137.912082857143,10097.63208285715
2025-01-02 20:25:00,10146.922082857143,10097.63208285715
2025-01-02 20:30:00,10146.922082857143,10097.63208285715
2025-01-02 20:35:00,10138.97208285715,10097.63208285715
2025-01-02 20:40:00,10147.452082857146,10097.63208285715
2025-01-02 20:45:00,10150.632082857144,10097.63208285715
2025-01-02 20:50:00,10151.692082857151,10097.63208285715
2025-01-02 20:55:00,10144.27208285715,10097.63208285715
2025-01-02 21:00:00,10154.872082857148,10097.63208285715
2025-01-02 21:05:00,10165.472082857146,10097.63208285715
2025-01-02 21:10:00,10153.28208285715,10097.63208285715
2025-01-02 21:15:00,10150.102082857153,10097.63208285715
2025-01-02 21:20:00,10160.702082857151,10097.63208285715
2025-01-02 21:25:00,10163.352082857145,10097.63208285715
2025-01-02 21:30:00,10164.942082857144,10097.63208285715
2025-01-02 21:35:00,10159.642082857144,10097.63208285715
2025-01-02 21:40:00,10172.892082857148,10097.63208285715
2025-01-02 21:45:00,10177.132082857153,10097.63208285715
2025-01-02 21:50:00,10174.482082857146,10097.63208285715
2025-01-02 21:55:00,10163.882082857148,10097.63208285715
2025-01-02 22:00:00,10161.232082857143,10097.63208285715
2025-01-02 22:05:00,10119.892082857154,10097.63208285715
2025-01-02 22:10:00,10135.262082857149,10097.63208285715
2025-01-02 22:15:00,10140.562082857148,10097.63208285715
2025-01-02 22:20:00,10140.562082857148,10097.63208285715
2025-01-02 22:25:00,10151.692082857151,10097.63208285715
2025-01-02 22:30:00,10147.452082857146,10097.63208285715
2025-01-02 22:35:00,10148.512082857154,10097.63208285715
2025-01-02 22:40:00,10162.822082857154,10097.63208285715
2025-01-02 22:45:00,10162.822082857154,10097.63208285715
2025-01-02 22:50:00,10163.882082857148,10097.63208285715
2025-01-02 22:55:00,10163.882082857148,10097.63208285715
2025-01-02 23:00:00,10170.242082857143,10097.63208285715
2025-01-02 23:05:00,10172.892082857148,10097.63208285715
2025-01-02 23:10:00,10171.832082857154,10097.63208285715
2025-01-02 23:15:00,10172.892082857148,10097.63208285715
2025-01-02 23:20:00,10163.882082857148,10097.63208285715
2025-01-02 23:25:00,10171.30208285715,10097.63208285715
2025-01-02 23:30:00,10166.532082857153,10097.63208285715
2025-01-02 23:35:00,10163.882082857148,10097.63208285715
2025-01-02 23:40:00,10168.652082857145,10097.63208285715
2025-01-02 23:45:00,10169.712082857151,10097.63208285715
2025-01-02 23:50:00,10179.782082857146,10097.63208285715
2025-01-02 23:55:00,10179.252082857143,10097.63208285715
2025-01-03 00:00:00,10177.132082857153,10097.63208285715
2025-01-03 00:05:00,10179.782082857146,10097.63208285715
2025-01-03 00:10:00,10170.242082857143,10097.63208285715
2025-01-03 00:15:00,10176.072082857147,10097.63208285715
2025-01-03 00:20:00,10177.132082857153,10097.63208285715
2025-01-03 00:25:00,10177.132082857153,10097.63208285715
2025-01-03 00:30:00,10181.372082857146,10097.63208285715
2025-01-03 00:35:00,10180.842082857154,10097.63208285715
2025-01-03 00:40:00,10186.142082857154,10097.63208285715
2025-01-03 00:45:00,10197.802082857146,10097.63208285715
2025-01-03 00:50:00,10196.742082857152,10097.63208285715
2025-01-03 00:55:00,10204.692082857146,10097.63208285715
2025-01-03 01:00:00,10191.972082857144,10097.63208285715
2025-01-03 01:05:00,10198.862082857155,10097.63208285715
2025-01-03 01:10:00,10186.672082857145,10097.63208285715
2025-01-03 01:15:00,10192.502082857147,10097.63208285715
2025-01-03 01:20:00,10178.192082857147,10097.63208285715
2025-01-03 01:25:00,10181.902082857148,10097.63208285715
2025-01-03 01:30:00,10185.61208285715,10097.63208285715
2025-01-03 01:35:00,10184.552082857153,10097.63208285715
2025-01-03 01:40:00,10178.722082857152,10097.63208285715
2025-01-03 01:45:00,10185.082082857147,10097.63208285715
2025-01-03 01:50:00,10179.252082857143,10097.63208285715
2025-01-03 01:55:00,10177.132082857153,10097.63208285715
2025-01-03 02:00:00,10198.862082857155,10097.63208285715
2025-01-03 02:05:00,10183.492082857147,10097.63208285715
2025-01-03 02:10:00,10189.32208285715,10097.63208285715
2025-01-03 02:15:00,10183.492082857147,10097.63208285715
2025-01-03 02:20:00,10184.552082857153,10097.63208285715
2025-01-03 02:25:00,10196.742082857152,10097.63208285715
2025-01-03 02:30:00,10195.682082857145,10097.63208285715
2025-01-03 02:35:00,10198.862082857155,10097.63208285715
2025-01-03 02:40:00,10199.922082857149,10097.63208285715
2025-01-03 02:45:00,10212.64208285715,10097.63208285715
2025-01-03 02:50:00,10210.522082857147,10097.63208285715
2025-01-03 02:55:00,10201.512082857147,10097.63208285715
2025-01-03 03:00:00,10201.512082857147,10097.63208285715
2025-01-03 03:05:00,10200.982082857145,10097.63208285715
2025-01-03 03:10:00,10201.512082857147,10097.63208285715
2025-01-03 03:15:00,10199.922082857149,10097.63208285715
2025-01-03 03:20:00,10202.572082857143,10097.63208285715
2025-01-03 03:25:00,10208.932082857149,10097.63208285715
2025-01-03 03:30:00,10196.212082857148,10097.63208285715
2025-01-03 03:35:00,10199.922082857149,10097.63208285715
2025-01-03 03:40:00,10198.862082857155,10097.63208285715
2025-01-03 03:45:00,10190.912082857149,10097.63208285715
2025-01-03 03:50:00,10194.092082857147,10097.63208285715
2025-01-03 03:55:00,10195.152082857154,10097.63208285715
2025-01-03 04:00:00,10190.382082857146,10097.63208285715
2025-01-03 04:05:00,10182.962082857144,10097.63208285715
2025-01-03 04:10:00,10186.142082857154,10097.63208285715
2025-01-03 04:15:00,10189.32208285715,10097.63208285715
2025-01-03 04:20:00,10176.072082857147,10097.63208285715
2025-01-03 04:25:00,10184.552082857153,10097.63208285715
2025-01-03 04:30:00,10188.262082857143,10097.63208285715
2025-01-03 04:35:00,10184.552082857153,10097.63208285715
2025-01-03 04:40:00,10177.132082857153,10097.63208285715
2025-01-03 04:45:00,10182.432082857153,10097.63208285715
2025-01-03 04:50:00,10182.962082857144,10097.63208285715
2025-01-03 04:55:00,10188.792082857146,10097.63208285715
2025-01-03 05:00:00,10184.552082857153,10097.63208285715
2025-01-03 05:05:00,10176.602082857149,10097.63208285715
2025-01-03 05:10:00,10169.712082857151,10097.63208285715
2025-01-03 05:15:00,10163.352082857145,10097.63208285715
2025-01-03 05:20:00,10189.32208285715,10097.63208285715
2025-01-03 05:25:00,10198.862082857155,10097.63208285715
2025-01-03 05:30:00,10206.812082857146,10097.63208285715
2025-01-03 05:35:00,10208.402082857147,10097.63208285715
2025-01-03 05:40:00,10200.982082857145,10097.63208285715
2025-01-03 05:45:00,10200.452082857153,10097.63208285715
2025-01-03 05:50:00,10191.972082857144,10097.63208285715
2025-01-03 05:55:00,10198.862082857155,10097.63208285715
2025-01-03 06:00:00,10199.922082857149,10097.63208285715
2025-01-03 06:05:00,10207.872082857153,10097.63208285715
2025-01-03 06:10:00,10212.64208285715,10097.63208285715
2025-01-03 06:15:00,10215.292082857144,10097.63208285715
2025-01-03 06:20:00,10211.052082857152,10097.63208285715
2025-01-03 06:25:00,10209.462082857153,10097.63208285715
2025-01-03 06:30:00,10204.692082857146,10097.63208285715
2025-01-03 06:35:00,10209.462082857153,10097.63208285715
2025-01-03 06:40:00,10211.582082857143,10097.63208285715
2025-01-03 06:45:00,10216.882082857153,10097.63208285715
2025-01-03 06:50:00,10232.252082857149,10097.63208285715
2025-01-03 06:55:00,10238.082082857152,10097.63208285715
2025-01-03 07:00:00,10250.27208285715,10097.63208285715
2025-01-03 07:05:00,10224.832082857147,10097.63208285715
2025-01-03 07:10:00,10244.442082857147,10097.63208285715
2025-01-03 07:15:00,10223.772082857153,10097.63208285715
2025-01-03 07:20:00,10226.95208285715,10097.63208285715
2025-01-03 07:25:00,10232.782082857153,10097.63208285715
2025-01-03 07:30:00,10254.512082857154,10097.63208285715
2025-01-03 07:35:00,10247.622082857144,10097.63208285715
2025-01-03 07:40:00,10258.222082857154,10097.63208285715
2025-01-03 07:45:00,10257.162082857147,10097.63208285715
2025-01-03 07:50:00,10258.222082857154,10097.63208285715
2025-01-03 07:55:00,10247.622082857144,10097.63208285715
2025-01-03 08:00:00,10273.592082857149,10097.63208285715
2025-01-03 08:05:00,10250.27208285715,10097.63208285715
2025-01-03 08:10:00,10265.112082857153,10097.63208285715
2025-01-03 08:15:00,10264.582082857149,10097.63208285715
2025-01-03 08:20:00,10281.542082857155,10097.63208285715
2025-01-03 08:25:00,10249.212082857155,10097.63208285715
2025-01-03 08:30:00,10234.372082857151,10097.63208285715
2025-01-03 08:35:00,10218.472082857154,10097.63208285715
2025-01-03 08:40:00,10230.66208285715,10097.63208285715
2025-01-03 08:45:00,10239.67208285715,10097.63208285715
2025-01-03 08:50:00,10258.752082857147,10097.63208285715
2025-01-03 08:55:00,10243.912082857143,10097.63208285715
2025-01-03 09:00:00,10268.822082857154,10097.63208285715
2025-01-03 09:05:00,10281.01208285715,10097.63208285715
2025-01-03 09:10:00,10312.282082857144,10097.63208285715
2025-01-03 09:15:00,10318.112082857147,10097.63208285715
2025-01-03 09:20:00,10337.722082857146,10097.63208285715
2025-01-03 09:25:00,10328.182082857154,10097.63208285715
2025-01-03 09:30:00,10330.832082857147,10097.63208285715
2025-01-03 09:35:00,10313.34208285715,10097.63208285715
2025-01-03 09:40:00,10294.792082857148,10097.63208285715
2025-01-03 09:45:00,10290.022082857151,10097.63208285715
2025-01-03 09:50:00,10292.672082857145,10097.63208285715
2025-01-03 09:55:00,10297.972082857144,10097.63208285715
2025-01-03 10:00:00,10303.272082857144,10097.63208285715
2025-01-03 10:05:00,10281.542082857155,10097.63208285715
2025-01-03 10:10:00,10271.472082857146,10097.63208285715
2025-01-03 10:15:00,10260.342082857145,10097.63208285715
2025-01-03 10:20:00,10247.622082857144,10097.63208285715
2025-01-03 10:25:00,10262.462082857146,10097.63208285715
2025-01-03 10:30:00,10272.532082857155,10097.63208285715
2025-01-03 10:35:00,10265.642082857144,10097.63208285715
2025-01-03 10:40:00,10263.522082857155,10097.63208285715
2025-01-03 10:45:00,10265.642082857144,10097.63208285715
2025-01-03 10:50:00,10254.512082857154,10097.63208285715
2025-01-03 10:55:00,10249.212082857155,10097.63208285715
2025-01-03 11:00:00,10255.042082857146,10097.63208285715
2025-01-03 11:05:00,10281.542082857155,10097.63208285715
2025-01-03 11:10:00,10290.022082857151,10097.63208285715
2025-01-03 11:15:00,10304.33208285715,10097.63208285715
2025-01-03 11:20:00,10329.772082857153,10097.63208285715
2025-01-03 11:25:00,10337.722082857146,10097.63208285715
2025-01-03 11:30:00,10318.112082857147,10097.63208285715
2025-01-03 11:35:00,10330.302082857144,10097.63208285715
2025-01-03 11:40:00,10346.202082857155,10097.63208285715
2025-01-03 11:45:00,10346.202082857155,10097.63208285715
2025-01-03 12:45:00,10347.262082857149,10097.63208285715
2025-01-03 12:50:00,10333.482082857154,10097.63208285715
2025-01-03 12:55:00,10324.472082857154,10097.63208285715
2025-01-03 13:00:00,10334.542082857148,10097.63208285715
2025-01-03 13:05:00,10340.902082857143,10097.63208285715
2025-01-03 13:10:00,10336.132082857148,10097.63208285715
2025-01-03 13:15:00,10321.822082857147,10097.63208285715
2025-01-03 13:20:00,10317.052082857152,10097.63208285715
2025-01-03 13:25:00,10315.992082857145,10097.63208285715
2025-01-03 13:30:00,10336.66208285715,10097.63208285715
2025-01-03 13:35:00,10329.242082857148,10097.63208285715
2025-01-03 13:40:00,10346.202082857155,10097.63208285715
2025-01-03 13:45:00,10333.482082857154,10097.63208285715
2025-01-03 13:50:00,10315.992082857145,10097.63208285715
2025-01-03 13:55:00,10312.282082857144,10097.63208285715
2025-01-03 14:00:00,10294.792082857148,10097.63208285715
2025-01-03 14:05:00,10292.672082857145,10097.63208285715
2025-01-03 14:10:00,10295.32208285715,10097.63208285715
2025-01-03 14:15:00,10311.752082857152,10097.63208285715
2025-01-03 14:20:00,10317.582082857143,10097.63208285715
2025-01-03 14:25:00,10301.682082857145,10097.63208285715
2025-01-03 14:30:00,10309.102082857147,10097.63208285715
2025-01-03 14:35:00,10314.932082857149,10097.63208285715
2025-01-03 14:40:00,10330.832082857147,10097.63208285715
2025-01-03 14:45:00,10336.132082857148,10097.63208285715
2025-01-03 14:50:00,10340.902082857143,10097.63208285715
2025-01-03 14:55:00,10350.442082857147,10097.63208285715
2025-01-03 15:00:00,10349.912082857143,10097.63208285715
2025-01-03 15:05:00,10343.022082857146,10097.63208285715
2025-01-03 15:10:00,10292.142082857154,10097.63208285715
2025-01-03 15:15:00,10275.712082857151,10097.63208285715
2025-01-03 15:20:00,10255.572082857148,10097.63208285715
2025-01-03 15:25:00,10218.472082857154,10097.63208285715
2025-01-03 15:30:00,10255.042082857146,10097.63208285715
2025-01-03 15:35:00,10267.762082857147,10097.63208285715
2025-01-03 15:40:00,10259.812082857154,10097.63208285715
2025-01-03 15:45:00,10277.832082857154,10097.63208285715
2025-01-03 15:50:00,10275.182082857147,10097.63208285715
2025-01-03 15:55:00,10290.552082857155,10097.63208285715
2025-01-03 16:00:00,10307.512082857147,10097.63208285715
2025-01-03 16:05:00,10294.792082857148,10097.63208285715
2025-01-03 16:10:00,10292.142082857154,10097.63208285715
2025-01-03 16:15:00,10310.692082857146,10097.63208285715
2025-01-03 16:20:00,10308.572082857143,10097.63208285715
2025-01-03 16:25:00,10324.472082857154,10097.63208285715
2025-01-03 16:30:00,10343.022082857146,10097.63208285715
2025-01-03 16:35:00,10308.042082857151,10097.63208285715
2025-01-03 16:40:00,10294.262082857143,10097.63208285715
2025-01-03 16:45:00,10279.952082857144,10097.63208285715
2025-01-03 16:50:00,10271.472082857146,10097.63208285715
2025-01-03 16:55:00,10301.152082857154,10097.63208285715
2025-01-03 17:00:00,10329.772082857153,10097.63208285715
2025-01-03 17:05:00,10365.28208285715,10097.63208285715
2025-01-03 17:10:00,10361.572082857148,10097.63208285715
2025-01-03 17:15:00,10355.742082857147,10097.63208285715
2025-01-03 17:20:00,10359.452082857148,10097.63208285715
2025-01-03 17:25:00,10360.512082857154,10097.63208285715
2025-01-03 17:30:00,10368.462082857148,10097.63208285715
2025-01-03 17:35:00,10357.332082857145,10097.63208285715
2025-01-03 17:40:00,10349.382082857152,10097.63208285715
2025-01-03 17:45:00,10354.152082857147,10097.63208285715
2025-01-03 17:50:00,10348.852082857147,10097.63208285715
2025-01-03 17:55:00,10337.722082857146,10097.63208285715
2025-01-03 18:00:00,10317.582082857143,10097.63208285715
2025-01-03 18:05:00,10325.002082857145,10097.63208285715
2025-01-03 18:10:00,10339.312082857145,10097.63208285715
2025-01-03 18:15:00,10335.072082857152,10097.63208285715
2025-01-03 18:20:00,10343.022082857146,10097.63208285715
2025-01-03 18:25:00,10355.742082857147,10097.63208285715
2025-01-03 18:30:00,10352.562082857148,10097.63208285715
2025-01-03 18:35:00,10350.442082857147,10097.63208285715
2025-01-03 18:40:00,10338.782082857153,10097.63208285715
2025-01-03 18:45:00,10330.302082857144,10097.63208285715
2025-01-03 18:50:00,10320.232082857148,10097.63208285715
2025-01-03 18:55:00,10333.482082857154,10097.63208285715
2025-01-03 19:00:00,10318.64208285715,10097.63208285715
2025-01-03 19:05:00,10331.892082857155,10097.63208285715
2025-01-03 19:10:00,10339.312082857145,10097.63208285715
2025-01-03 19:15:00,10356.27208285715,10097.63208285715
2025-01-03 19:20:00,10356.27208285715,10097.63208285715
2025-01-03 19:25:00,10367.932082857144,10097.63208285715
2025-01-03 19:30:00,10366.342082857145,10097.63208285715
2025-01-03 19:35:00,10376.412082857152,10097.63208285715
2025-01-03 19:40:00,10377.472082857148,10097.63208285715
